a1,a2,a3,a4,a5,a6,a7,label
0.18,42.2,0.3,0.3,0.8,0.63,74540588.57,0
0.2,3.08,0.56,0.21,0.59,0.3,30104715.24,0
0.04,3377.7,0.14,0.36,0.52,0.37,49310885.71,0
0.13,7.77,0.55,0.09,0.46,0.38,44516630.48,0
0.09,45.37,0.21,0.39,0.5,0.52,77133542.86,0
0.06,58.16,0.24,0.02,0.51,0.45,107313946.7,0
0.07,5.43,0.42,0.26,0.27,0.13,133147581.9,0
0.06,15.36,0.31,0.18,0.44,0.46,73799429.52,0
0.27,64.61,0.11,0.52,0.17,0.79,9912001.9,0
0.09,1.56,0.35,0.05,0.27,-0.06,25296740.95,0
0.07,-2.66,0.64,0.5,0.15,0.11,20312579.05,0
0.08,4.36,0.72,0.39,0.19,-0.11,16998186.67,0
0.19,212.72,0.2,0.12,0.6,0.73,12476079.05,0
0.62,3.14,0.11,0.94,0.05,0.67,9301576.19,0
0.11,10.28,0.64,0.14,0.93,0.25,33976368.57,0
0.28,18.03,0.22,0.03,0.62,0.85,16627698.1,0
0.07,106.74,0.58,0.02,1.1,0.36,7753191.43,0
0.2,-6.89,0.21,0.06,-0.2,0.08,50200874.29,0
0.13,10260.76,0.14,0.51,0.93,0.32,120525395.2,0
0.12,-3.27,1.26,0.07,0.35,-0.42,6667403.81,0
0.26,319.62,0.29,0.14,0.24,0.5,121910098.1,0
0.19,2.72,0.84,0.01,0.57,0.05,15537375.24,0
0.09,3.14,0.1,0.47,0.51,0.64,20948985.71,0
0.35,0.17,0.63,0.13,0.17,0.31,25340601.9,0
0.09,4.34,0.6,0.16,0.26,0.04,108988361.9,0
0.08,3.14,0.35,0.51,0.28,0.52,45997281.9,0
0.21,60.96,0.25,0.01,0.45,0.41,331003097.1,0
0.05,0.26,0.87,0.19,0.19,-0.09,978141402.9,0
0.08,30.45,0.15,0.38,0.41,0.41,587279890.5,0
0.28,16.67,0.32,0.11,0.29,0.52,63009070.48,0
0.12,5.78,0.33,0.09,0.36,0.26,95172667.62,0
0.09,4.79,0.69,0.06,0.52,0.18,42218400,0
0.16,3586.96,0.29,0.38,0.22,0.62,66864866.67,0
0.07,306.33,0.13,0.78,0.18,0.62,442788448.6,0
0.06,-1.88,0.25,0.04,0.4,0.66,27515891.43,0
0.06,2.07,0.74,0.24,0.46,0.16,7372242.86,0
0.17,3.97,0.73,0.05,0.79,0.12,33141283.81,0
0.45,-57.73,0.17,0.62,0.02,0.27,57943194.29,0
0.04,16680.11,0.35,0.11,0.37,0.57,11051655.24,0
0.18,130.13,0.09,0.26,0.14,0.66,7917220.95,0
0.02,4.14,0.61,0.04,0.35,0.19,140694095.2,0
15.5,-0.85,0.95,0,0.02,-0.03,7595078.1,0
424.9,-0.11,1.12,0.04,0,-0.13,86812563.81,0
0.12,3.57,0.2,0.47,0.27,0.49,9569526.67,0
0.15,-1.03,0.96,0.23,0.11,-0.01,8938421.9,0
31.33,-1.42,1.09,0,0,-0.11,11917163.81,0
3.21,0.27,1.19,0,0.05,-0.21,15350775.24,0
0.02,2.34,0.92,0.07,1.28,0.06,7634675.24,0
0.1,1963.93,0.15,0.42,0.37,0.57,631189380,0
0.1,5.71,0.59,0.05,0.38,0.08,2327567542,0
2.89,13.04,0.91,0.06,0.1,0.05,12121410.48,0
0.18,-0.16,0.33,0.1,0.06,0.22,118490672.4,0
0.12,-277.27,0.83,0.42,0.37,-0.02,218578579.1,0
0.32,2.59,0.66,0.09,0.19,0.14,57750811.43,0
0.14,0.33,0.57,0.69,0.06,0.39,46969227.62,0
0.28,2.02,0.88,0.19,0.16,0.07,17145929.52,0
0.07,8.61,0.56,0.04,0.27,0.38,30228958.1,0
0.05,6.19,0.8,0.02,0.08,0.07,53039593.33,0
0.12,3.57,0.98,0.08,0.37,-0.01,39219670.48,0
0.22,1.43,0.73,0.06,0.03,0.03,178859394.3,0
0.14,8.72,0.41,0.16,0.27,0.41,8365762.86,0
0.11,77.57,0.12,0.17,0.3,0.72,93344199.05,0
0.13,-0.05,0.93,0.93,0.48,-0.07,12126014.29,0
0.09,1.91,0.74,0.15,0.27,0.22,10515506.67,0
0.12,0.89,0.74,0.01,0.61,-0.1,65710248.57,0
1.04,2.36,1.01,0.28,0.14,-0.02,80606594.29,0
0.12,3.57,0.39,0.89,0,-0.05,33717552.38,0
0.12,-1.43,1.23,0.01,0.37,-0.24,17457901.9,0
0.12,-0.24,1.05,0,0.37,-0.06,21533496.19,0
0.12,7.22,0.69,0,0.16,0.13,27254507.62,0
0.14,61.16,0.49,0.06,1.39,0,57864377.14,0
0.03,1996.66,0.46,0.27,0.46,0.08,19098250.48,0
0.16,7.5,0.23,0.2,0.21,0.3,193202342.9,0
0.21,-0.91,0.49,0.04,-0.1,-0.09,13819238.1,0
0.17,-3.24,0.19,0.17,0.16,0.45,25317388.57,0
0.07,12.88,0.42,0.07,0.47,0.35,382079710.5,0
0.09,10.28,0.47,0.04,0.35,0.18,309814511.4,0
0.07,4.1,0.41,0.3,1.83,0.25,30459061.9,0
0.19,1.78,0.59,0.19,0.29,0.06,32744896.19,0
0.21,-16.76,0.33,0.11,0.15,0,36936884.76,0
0.12,3.14,0.1,0.44,0.17,0.64,282149711.4,0
0.16,8.47,0.42,0.58,0.16,0.05,72045875.24,0
0,4.53,0.63,0.01,0.28,-0.19,9107470.48,0
0.41,-0.49,0.92,0.09,0.19,-0.59,10432113.33,0
0.06,98.06,0.22,0.1,0.26,0.7,46486472.38,0
0.49,-1.74,0.67,0.27,-0.09,-0.13,73512355.24,0
0.24,7.54,0.77,0.07,0.2,0.01,19472752.38,0
0.06,3.34,0.82,0.23,0.27,-0.48,27638105.71,0
0.06,-3.52,0.66,0.27,0.05,0.09,19438674.29,0
0.21,9.49,0.29,0.39,0.19,0.69,79191122.86,0
0.05,6.17,0.7,0.25,0.54,0.16,68962105.71,0
0.04,23.07,0.41,0.39,0.22,0.41,57185975.24,0
0.77,-3.67,1.09,0.14,-0.48,-0.19,14075563.81,0
0.24,5.3,0.73,0.1,0.27,0.03,46103667.62,0
0,3.57,0.17,0.65,0.15,0.71,9711916.19,0
0.05,10.58,0.24,0.11,0.19,0.15,14872307.62,0
1.73,58.11,0.98,0.31,0.08,0.01,25381849.52,0
0.12,11.59,0.24,0.62,0.15,0.34,56287457.14,0
0.19,4.06,0.26,0.19,0.23,0.22,72355561.9,0
0.15,54.39,0.44,0.17,0.27,0.26,89539606.67,0
0.02,62.5,0.45,0.5,0.42,0.55,14873672.38,0
0.04,46.76,0.45,0.35,0.47,0.53,529027583.8,0
0.07,1.49,0.78,0.04,0.09,0.06,22170465.71,0
0.13,7.1,0.3,0.09,0.74,0.63,466572832.4,0
0.14,5.76,0.37,0.45,0.33,0.22,33475395.24,0
0.44,-0.97,0.56,0.38,0.23,0.41,10253297.14,0
0.16,11.18,0.59,0.44,0.34,0.28,30766172.38,0
0.02,9.55,0.64,0.12,0.42,0.28,300879328.6,0
0.33,2.49,0.61,0.02,0.27,0.27,20733990.48,0
0.09,1497.33,0.35,0.42,0.67,0.42,21029080,0
0.18,32.21,0.3,0.26,0.23,0.54,47363338.1,0
1.07,-1.33,0.5,0.23,0.06,0.4,18201058.1,0
0.11,214.19,0.16,0.28,0.41,0.69,45917281.9,0
0.12,-0.83,0.98,0.02,0.37,-0.02,7800440,0
0.26,51.41,0.35,0.53,0.28,0.57,26845552.38,0
0.2,10.66,0.53,0.35,0.24,0.05,25584998.1,0
0.13,34.19,0.38,0.14,0.42,0.44,238292676.2,0
0.41,-0.51,0.67,0.3,0.05,-0.04,11916351.43,0
0.13,2.08,0.8,0.1,0.13,0.03,87877629.52,0
0.02,840.77,0.41,0.38,0.19,0.56,115043256.2,0
0.1,12.22,0.38,0.09,0.42,0.51,34686053.33,0
0.08,18.22,0.65,0.18,0.35,0.18,11368915.24,0
0.06,16.86,0.2,0.22,0.44,0.67,34347155.24,0
0.13,-272.23,0.22,0.54,0.02,0.53,16768440,0
0.42,-1.2,0.67,0.21,-0.09,-0.08,43268460.95,0
0.35,1.26,1.07,0.03,0.57,-0.1,29442694.29,0
0.27,25.81,0.29,0.03,0.54,0.12,72295483.81,0
0.15,2.67,0.5,0.21,0.22,0.25,37034564.76,0
0.06,7.02,0.46,0.1,1.97,0.19,77962814.29,0
0.03,1.22,0.91,0.36,0.3,-0.1,7531664.76,0
0.23,6.51,0.71,0.12,0.34,0.16,12795022.86,0
0.12,87.4,0.23,0.29,0.3,0.69,11039829.52,0
0.04,2.21,0.77,0.09,0.64,0.03,12399399.05,0
0.1,1.64,0.86,0.03,0.48,0.01,9153794.29,0
0.02,-5.93,1.23,0.41,0.04,-1.06,14119843.81,0
0.09,-0.21,0.68,0,0.1,-0.08,42611437.14,0
0.51,-4.46,0.55,0.02,-0.22,0.81,9788216.19,0
0.04,3.14,0.21,0.22,0.21,0.78,50156540,0
0.07,75.83,0.48,0.29,0.34,0.36,30450378.1,0
0.04,23.63,0.17,0.53,0.34,0.81,28889761.9,0
0.04,13.8,0.3,0.22,0.75,0.54,13713251.43,0
0.02,4.45,0.63,0.07,0.41,0.31,18204831.43,0
0.13,10586.6,0.1,0.25,0.41,0.87,31693203.81,0
0.02,9.59,0.72,0.35,0.75,0.09,9021645.71,0
0.12,7.63,0.42,0.05,0.36,0.35,13942985.71,0
0.11,20.54,0.65,0.05,0.24,0.26,2128903439,0
0.03,9.3,0.66,0.12,0.41,0.09,691000661,0
0.58,31.24,0.36,0.26,0.23,0.4,212348996.2,0
0,3.57,0.65,0.55,0.37,0.32,71570951.43,0
0.1,1.59,0.59,0.05,0.15,0.24,16054580,0
0.02,33.9,0.39,0.42,0.25,0.31,16186560.95,0
0.12,10,0.28,0.39,0.15,0.61,10494990.48,0
0.12,65.83,0.22,0.54,0.28,0.65,25926727.62,0
0.07,20.93,0.17,0.65,0.25,0.62,9045808.57,0
0.01,3.57,0.32,0.93,0.19,0.55,18740316.19,0
0.13,3.57,0.25,0.58,0.26,0.47,11900550.48,0
0.39,2.41,0.96,0.08,0.39,-0.01,91071392.38,0
0.08,2.37,0.75,0.02,0.11,0.15,105022351.4,0
0.02,46.25,0.23,0.24,0.32,0.63,16280401.9,0
0.57,2.69,0.85,0.03,0.2,0.09,47649548.57,0
